11 0
1 101
100 1200000
101 16
141 4294967295
131 8000
132 5000
140 101
140 0
142 32
12 101
81 238
149 33
27 238
17 238
81 359
149 34
81 406
149 35
81 427
149 36
81 447
149 37
81 465
149 38
81 480
149 39
81 493
149 40
81 504
149 41
81 513
149 42
81 522
149 43
81 532
149 44
81 542
149 45
81 551
149 46
81 560
149 47
81 571
149 48
81 581
149 49
81 590
149 50
81 599
149 51
81 608
149 52
81 617
149 53
81 624
149 54
81 632
149 55
81 639
149 56
81 646
149 57
81 654
149 58
81 662
149 59
81 670
149 60
81 677
149 61
81 685
149 62
81 693
149 63
81 701
149 64
81 708
149 1
28 708
16 708
81 715
149 2
81 722
149 3
81 729
149 4
81 735
149 5
81 743
149 6
81 750
149 7
81 756
149 8
81 763
149 9
81 770
149 10
81 776
149 11
81 784
149 12
81 791
149 13
81 798
149 14
81 805
149 15
81 812
149 16
81 819
149 17
81 825
149 18
81 833
149 19
81 840
149 20
81 847
149 21
81 854
149 22
81 861
149 23
81 869
149 24
81 876
149 25
81 883
149 26
81 891
149 27
81 899
149 28
81 907
149 29
81 917
149 30
81 926
149 31
81 935
149 32
81 943
149 33
27 943
17 943
81 953
149 34
81 963
149 35
81 972
149 36
81 981
149 37
81 991
149 38
81 1002
149 39
81 1011
149 40
81 1021
149 41
81 1031
149 42
81 1041
149 43
81 1051
149 44
81 1060
149 45
81 1069
149 46
81 1078
149 47
81 1087
149 48
81 1096
149 49
81 1105
149 50
81 1113
149 51
81 1122
149 52
81 1132
149 53
81 1140
149 54
81 1149
149 55
81 1157
149 56
81 1166
149 57
81 1175
149 58
81 1183
149 59
81 1191
149 60
81 1200
149 61
81 1208
149 62
81 1218
149 63
81 1226
149 64
81 1234
149 1
28 1234
16 1234
81 1243
149 2
81 1251
149 3
81 1259
149 4
81 1266
149 5
81 1274
149 6
81 1281
149 7
81 1288
149 8
81 1297
149 9
81 1304
149 10
81 1312
149 11
81 1319
149 12
81 1327
149 13
81 1334
149 14
81 1342
149 15
81 1349
149 16
81 1356
149 17
81 1362
149 18
81 1369
149 19
81 1376
149 20
81 1384
149 21
81 1391
149 22
81 1398
149 23
81 1405
149 24
81 1412
149 25
81 1419
149 26
81 1427
149 27
81 1434
149 28
81 1441
149 29
81 1448
149 30
81 1455
149 31
81 1461
149 32
81 1469
149 33
27 1469
17 1469
81 1477
149 34
81 1483
149 35
81 1490
149 36
81 1496
149 37
81 1503
149 38
81 1511
149 39
81 1517
149 40
81 1524
149 41
81 1531
149 42
81 1538
149 43
81 1544
149 44
81 1552
149 45
81 1559
149 46
81 1565
149 47
81 1572
149 48
81 1579
149 49
81 1586
149 50
81 1593
149 51
81 1600
149 52
81 1607
149 53
81 1614
149 54
81 1620
149 55
81 1627
149 56
81 1634
149 57
81 1642
149 58
81 1649
149 59
81 1656
149 60
81 1663
149 61
81 1669
149 62
81 1676
149 63
81 1684
149 64
81 1692
149 1
28 1692
16 1692
81 1700
149 2
81 1707
149 3
81 1714
149 4
81 1723
149 5
81 1730
149 6
81 1736
149 7
81 1743
149 8
81 1750
149 9
81 1757
149 10
81 1765
149 11
81 1772
149 12
81 1779
149 13
81 1786
149 14
81 1793
149 15
81 1801
149 16
81 1809
149 17
81 1816
149 18
81 1823
149 19
81 1831
149 20
81 1838
149 21
81 1845
149 22
81 1853
149 23
81 1860
149 24
81 1868
149 25
81 1875
149 26
81 1883
149 27
81 1890
149 28
81 1899
149 29
81 1906
149 30
81 1914
149 31
81 1921
149 32
81 1929
149 33
27 1929
17 1929
81 1938
149 34
81 1945
149 35
81 1953
149 36
81 1961
149 37
81 1968
149 38
81 1976
149 39
81 1985
149 40
81 1993
149 41
81 2001
149 42
81 2008
149 43
81 2016
149 44
81 2025
149 45
81 2033
149 46
81 2041
149 47
81 2050
149 48
81 2058
149 49
81 2068
149 50
81 2077
149 51
81 2086
149 52
81 2094
149 53
81 2103
149 54
81 2113
149 55
81 2123
149 56
81 2132
149 57
81 2141
149 58
81 2152
149 59
81 2161
149 60
81 2171
149 61
81 2180
149 62
81 2190
149 63
81 2201
149 64
81 2210
149 1
28 2210
16 2210
81 2221
149 2
81 2231
149 3
81 2242
149 4
81 2252
149 5
81 2261
149 6
81 2271
149 7
81 2282
149 8
81 2291
149 9
81 2301
149 10
81 2311
149 11
81 2321
149 12
81 2331
149 13
81 2341
149 14
81 2352
149 15
81 2363
149 16
81 2373
149 17
81 2383
149 18
81 2394
149 19
81 2406
149 20
81 2417
149 21
81 2428
149 22
81 2440
149 23
81 2453
149 24
81 2464
149 25
81 2475
149 26
81 2485
149 27
81 2496
149 28
81 2506
149 29
81 2516
149 30
81 2526
149 31
81 2537
149 32
81 2547
149 33
27 2547
17 2547
81 2558
149 34
81 2568
149 35
81 2579
149 36
81 2589
149 37
81 2600
149 38
81 2610
149 39
81 2621
149 40
81 2632
149 41
81 2643
149 42
81 2654
149 43
81 2667
149 44
81 2680
149 45
81 2692
149 46
81 2706
149 47
81 2718
149 48
81 2731
149 49
81 2743
149 50
81 2757
149 51
81 2771
149 52
81 2787
149 53
81 2807
149 54
81 2832
149 55
81 2859
149 56
81 2889
149 57
81 2921
149 58
81 2955
149 59
81 2988
149 60
81 3018
149 61
81 3049
149 62
81 3089
149 63
81 3140
149 64
81 3181
149 1
28 3181
16 3181
81 3209
149 2
81 3233
149 3
81 3254
149 4
81 3276
149 5
81 3295
149 6
81 3315
149 7
81 3333
149 8
81 3352
149 9
81 3370
149 10
81 3388
149 11
81 3406
149 12
81 3424
149 13
81 3443
149 14
81 3461
149 15
81 3481
149 16
81 3500
149 17
81 3519
149 18
81 3538
149 19
81 3558
149 20
81 3578
149 21
81 3598
149 22
81 3619
149 23
81 3641
149 24
81 3665
149 25
81 3691
149 26
81 3711
149 27
81 3726
149 28
81 3738
149 29
81 3748
149 30
81 3757
149 31
81 3765
149 32
81 3773
149 33
27 3773
17 3773
81 3781
149 34
81 3788
149 35
81 3796
149 36
81 3803
149 37
81 3810
149 38
81 3818
149 39
81 3826
149 40
81 3833
149 41
81 3841
149 42
81 3848
149 43
81 3856
149 44
81 3864
149 45
81 3871
149 46
81 3879
149 47
81 3886
149 48
81 3894
149 49
81 3903
149 50
81 3910
149 51
81 3918
149 52
81 3926
149 53
81 3934
149 54
81 3942
149 55
81 3950
149 56
81 3958
149 57
81 3966
149 58
81 3974
149 59
81 3982
149 60
81 3991
149 61
81 3998
149 62
81 4006
149 63
81 4014
149 64
81 4022
149 1
28 4022
16 4022
81 4032
149 2
81 4041
149 3
81 4050
149 4
81 4059
149 5
81 4069
149 6
81 4079
149 7
81 4089
149 8
81 4099
149 9
81 4109
149 10
81 4120
149 11
81 4131
149 12
81 4141
149 13
81 4151
149 14
81 4163
149 15
81 4173
149 16
81 4184
149 17
81 4194
149 18
81 4206
149 19
81 4217
149 20
81 4228
149 21
81 4240
149 22
81 4251
149 23
81 4262
149 24
81 4274
149 25
81 4289
149 26
81 4304
149 27
81 4322
149 28
81 4346
149 29
81 4379
149 30
81 4424
149 31
81 4488
149 32
81 8103
149 33
27 8103
17 8103
81 8143
149 34
81 8162
149 35
81 8177
149 36
81 8189
149 37
81 8200
149 38
81 8211
149 39
81 8221
149 40
81 8230
149 41
81 8239
149 42
81 8247
149 43
81 8257
149 44
81 8265
149 45
81 8273
149 46
81 8281
149 47
81 8289
149 48
81 8298
149 49
81 8306
149 50
81 8314
149 51
81 8322
149 52
81 8331
149 53
81 8341
149 54
81 8350
149 55
81 8359
149 56
81 8368
149 57
81 8376
149 58
81 8385
149 59
81 8392
149 60
81 8400
149 61
81 8407
149 62
81 8414
149 63
81 8422
149 64
81 8430
149 1
28 8430
16 8430
81 8438
149 2
81 8445
149 3
81 8453
149 4
81 8460
149 5
81 8468
149 6
81 8476
149 7
81 8483
149 8
81 8490
149 9
81 8498
149 10
81 8505
149 11
81 8514
149 12
81 8522
149 13
81 8530
149 14
81 8539
149 15
81 8549
149 16
81 8557
149 17
81 8566
149 18
81 8575
149 19
81 8583
149 20
81 8593
149 21
81 8601
149 22
81 8610
149 23
81 8618
149 24
81 8627
149 25
81 8637
149 26
81 8647
149 27
81 8657
149 28
81 8668
149 29
81 8679
149 30
81 8689
149 31
81 8700
149 32
81 8711
149 33
27 8711
17 8711
81 8723
149 34
81 8734
149 35
81 8745
149 36
81 8758
149 37
81 8772
149 38
81 8785
149 39
81 8797
149 40
81 8808
149 41
81 8817
149 42
81 8826
149 43
81 8834
149 44
81 8843
149 45
81 8853
149 46
81 8862
149 47
81 8871
149 48
81 8880
149 49
81 8891
149 50
81 8901
149 51
81 8911
149 52
81 8923
149 53
81 8936
149 54
81 8948
149 55
81 8960
149 56
81 8972
149 57
81 8986
149 58
81 8999
149 59
81 9013
149 60
81 9030
149 61
81 9047
149 62
81 9068
149 63
81 9093
149 64
81 9235
149 1
28 9235
16 9235
81 9266
149 2
81 9285
149 3
81 9300
149 4
81 9313
149 5
81 9326
149 6
81 9338
149 7
81 9350
149 8
81 9363
149 9
81 9376
149 10
81 9388
149 11
81 9401
149 12
81 9415
149 13
81 9428
149 14
81 9439
149 15
81 9450
149 16
81 9459
149 17
81 9468
149 18
81 9477
149 19
81 9485
149 20
81 9495
149 21
81 9503
149 22
81 9512
149 23
81 9521
149 24
81 9529
149 25
81 9540
149 26
81 9549
149 27
81 9559
149 28
81 9573
149 29
81 9588
149 30
81 9606
149 31
81 9632
149 32
81 9663
149 33
27 9663
17 9663
81 9694
149 34
81 9719
149 35
81 9736
149 36
81 9752
149 37
81 9765
149 38
81 9777
149 39
81 9790
149 40
81 9805
149 41
71 9860
149 40
71 9884
149 39
71 9905
149 38
81 9938
149 39
81 9968
149 40
81 9987
149 41
81 10006
149 42
81 10022
149 43
81 10039
149 44
81 10058
149 45
81 10082
149 46
81 10176
149 47
81 10198
149 48
81 10213
149 49
81 10224
149 50
81 10233
149 51
81 10241
149 52
81 10250
149 53
81 10259
149 54
81 10269
149 55
81 10281
149 56
81 10306
149 57
71 10338
149 56
71 10363
149 55
81 10424
149 56
81 10447
149 57
81 10469
149 58
71 10510
149 57
71 10525
149 56
71 10537
149 55
71 10553
149 54
81 10591
149 55
81 10609
149 56
81 10623
149 57
81 10636
149 58
81 10649
149 59
81 10663
149 60
81 10678
149 61
81 10696
149 62
81 10716
149 63
81 10746
149 64
81 10801
149 1
28 10801
16 10801
81 10847
149 2
81 10875
149 3
